story,question,answer,i,dataGenSeq,sType,qTypeRaw,qTypeTomOrNot,qOrder,storyHasToM,answerMem,answerReal,qToMandOmniReader,answerMemOrReal
Aria entered the kitchen. Chloe entered the kitchen. The undershirt is in the pantry. Chloe moved the undershirt to the container. Aria exited the kitchen. Chloe likes the belt. Aria entered the cellar.,Where does Aria think that Chloe searches for the undershirt?,container,1,"enter_agent_1,enter_agent_0,agent_0_moves_obj,agent_1_exits,agent_1_reenters_alt_loc",true_belief,second_order_0_no_tom,False,second_order,False,pantry,container,False,reality
Ella entered the garden. Sophia entered the garden. The pajamas is in the bathtub. Ella exited the garden. Isla entered the garden. Ella entered the bathroom. Sophia moved the pajamas to the treasure chest.,Where was the pajamas at the beginning?,bathtub,1,"enter_agent_1,enter_agent_0,agent_1_exits,agent_1_reenters_alt_loc,agent_2_enters,agent_0_moves_obj",true_belief,memory,False,memory,True,bathtub,treasure chest,False,memory
Ella entered the garden. Sophia entered the garden. The pajamas is in the bathtub. Ella exited the garden. Isla entered the garden. Ella entered the bathroom. Sophia moved the pajamas to the treasure chest.,Where will Sophia look for the pajamas?,treasure chest,1,"enter_agent_1,enter_agent_0,agent_1_exits,agent_1_reenters_alt_loc,agent_2_enters,agent_0_moves_obj",true_belief,first_order_1_no_tom,False,first_order,True,bathtub,treasure chest,True,reality
Ella entered the garden. Sophia entered the garden. The pajamas is in the bathtub. Ella exited the garden. Isla entered the garden. Ella entered the bathroom. Sophia moved the pajamas to the treasure chest.,Where does Sophia think that Ella searches for the pajamas?,treasure chest,1,"enter_agent_1,enter_agent_0,agent_1_exits,agent_1_reenters_alt_loc,agent_2_enters,agent_0_moves_obj",true_belief,second_order_1_no_tom,False,second_order,True,bathtub,treasure chest,True,reality
Ella entered the garden. Sophia entered the garden. The pajamas is in the bathtub. Ella exited the garden. Isla entered the garden. Ella entered the bathroom. Sophia moved the pajamas to the treasure chest.,Where is the pajamas really?,treasure chest,1,"enter_agent_1,enter_agent_0,agent_1_exits,agent_1_reenters_alt_loc,agent_2_enters,agent_0_moves_obj",true_belief,reality,False,reality,True,bathtub,treasure chest,False,reality
Ella entered the garden. Sophia entered the garden. The pajamas is in the bathtub. Ella exited the garden. Isla entered the garden. Ella entered the bathroom. Sophia moved the pajamas to the treasure chest.,Where will Ella look for the pajamas?,bathtub,1,"enter_agent_1,enter_agent_0,agent_1_exits,agent_1_reenters_alt_loc,agent_2_enters,agent_0_moves_obj",true_belief,first_order_0_tom,True,first_order,True,bathtub,treasure chest,False,memory
Ella entered the garden. Sophia entered the garden. The pajamas is in the bathtub. Ella exited the garden. Isla entered the garden. Ella entered the bathroom. Sophia moved the pajamas to the treasure chest.,Where does Ella think that Sophia searches for the pajamas?,treasure chest,1,"enter_agent_1,enter_agent_0,agent_1_exits,agent_1_reenters_alt_loc,agent_2_enters,agent_0_moves_obj",true_belief,second_order_0_no_tom,False,second_order,True,bathtub,treasure chest,True,reality
Hannah entered the sunroom. Avery entered the sunroom. Jacob dislikes the trousers. Jacob entered the hallway. The lettuce is in the envelope. Hannah moved the lettuce to the pantry. Avery exited the sunroom. Hannah exited the sunroom. Avery entered the sunroom.,Where was the lettuce at the beginning?,envelope,1,"enter_agent_0,enter_agent_1,agent_2_enters,agent_0_moves_obj,agent_1_exits,agent_0_exits,agent_1_reenters_loc",second_order_false_belief,memory,False,memory,False,envelope,pantry,False,memory
Hannah entered the sunroom. Avery entered the sunroom. Jacob dislikes the trousers. Jacob entered the hallway. The lettuce is in the envelope. Hannah moved the lettuce to the pantry. Avery exited the sunroom. Hannah exited the sunroom. Avery entered the sunroom.,Where will Hannah look for the lettuce?,pantry,1,"enter_agent_0,enter_agent_1,agent_2_enters,agent_0_moves_obj,agent_1_exits,agent_0_exits,agent_1_reenters_loc",second_order_false_belief,first_order_0_no_tom,False,first_order,False,envelope,pantry,False,reality
Hannah entered the sunroom. Avery entered the sunroom. Jacob dislikes the trousers. Jacob entered the hallway. The lettuce is in the envelope. Hannah moved the lettuce to the pantry. Avery exited the sunroom. Hannah exited the sunroom. Avery entered the sunroom.,Where does Hannah think that Avery searches for the lettuce?,pantry,1,"enter_agent_0,enter_agent_1,agent_2_enters,agent_0_moves_obj,agent_1_exits,agent_0_exits,agent_1_reenters_loc",second_order_false_belief,second_order_0_no_tom,False,second_order,False,envelope,pantry,False,reality
Hannah entered the sunroom. Avery entered the sunroom. Jacob dislikes the trousers. Jacob entered the hallway. The lettuce is in the envelope. Hannah moved the lettuce to the pantry. Avery exited the sunroom. Hannah exited the sunroom. Avery entered the sunroom.,Where is the lettuce really?,pantry,1,"enter_agent_0,enter_agent_1,agent_2_enters,agent_0_moves_obj,agent_1_exits,agent_0_exits,agent_1_reenters_loc",second_order_false_belief,reality,False,reality,False,envelope,pantry,False,reality
Hannah entered the sunroom. Avery entered the sunroom. Jacob dislikes the trousers. Jacob entered the hallway. The lettuce is in the envelope. Hannah moved the lettuce to the pantry. Avery exited the sunroom. Hannah exited the sunroom. Avery entered the sunroom.,Where will Avery look for the lettuce?,pantry,1,"enter_agent_0,enter_agent_1,agent_2_enters,agent_0_moves_obj,agent_1_exits,agent_0_exits,agent_1_reenters_loc",second_order_false_belief,first_order_1_no_tom,False,first_order,False,envelope,pantry,False,reality
Hannah entered the sunroom. Avery entered the sunroom. Jacob dislikes the trousers. Jacob entered the hallway. The lettuce is in the envelope. Hannah moved the lettuce to the pantry. Avery exited the sunroom. Hannah exited the sunroom. Avery entered the sunroom.,Where does Avery think that Hannah searches for the lettuce?,pantry,1,"enter_agent_0,enter_agent_1,agent_2_enters,agent_0_moves_obj,agent_1_exits,agent_0_exits,agent_1_reenters_loc",second_order_false_belief,second_order_1_no_tom,False,second_order,False,envelope,pantry,False,reality
Lucas entered the basement. Oliver entered the basement. Lucas exited the basement. Ella entered the basement. Lucas likes the belt. The slippers is in the drawer. Ella moved the slippers to the pantry. Oliver loves the shoes. Oliver exited the basement. Oliver entered the porch.,Where was the slippers at the beginning?,drawer,1,"agent_2_enters,enter_agent_1,agent_2_exits,enter_agent_0,agent_0_moves_obj,agent_1_exits,agent_1_reenters_alt_loc",true_belief,memory,False,memory,False,drawer,pantry,False,memory
Lucas entered the basement. Oliver entered the basement. Lucas exited the basement. Ella entered the basement. Lucas likes the belt. The slippers is in the drawer. Ella moved the slippers to the pantry. Oliver loves the shoes. Oliver exited the basement. Oliver entered the porch.,Where will Ella look for the slippers?,pantry,1,"agent_2_enters,enter_agent_1,agent_2_exits,enter_agent_0,agent_0_moves_obj,agent_1_exits,agent_1_reenters_alt_loc",true_belief,first_order_1_no_tom,False,first_order,False,drawer,pantry,False,reality
Lucas entered the basement. Oliver entered the basement. Lucas exited the basement. Ella entered the basement. Lucas likes the belt. The slippers is in the drawer. Ella moved the slippers to the pantry. Oliver loves the shoes. Oliver exited the basement. Oliver entered the porch.,Where does Ella think that Oliver searches for the slippers?,pantry,1,"agent_2_enters,enter_agent_1,agent_2_exits,enter_agent_0,agent_0_moves_obj,agent_1_exits,agent_1_reenters_alt_loc",true_belief,second_order_1_no_tom,False,second_order,False,drawer,pantry,False,reality
Lucas entered the basement. Oliver entered the basement. Lucas exited the basement. Ella entered the basement. Lucas likes the belt. The slippers is in the drawer. Ella moved the slippers to the pantry. Oliver loves the shoes. Oliver exited the basement. Oliver entered the porch.,Where is the slippers really?,pantry,1,"agent_2_enters,enter_agent_1,agent_2_exits,enter_agent_0,agent_0_moves_obj,agent_1_exits,agent_1_reenters_alt_loc",true_belief,reality,False,reality,False,drawer,pantry,False,reality
Lucas entered the basement. Oliver entered the basement. Lucas exited the basement. Ella entered the basement. Lucas likes the belt. The slippers is in the drawer. Ella moved the slippers to the pantry. Oliver loves the shoes. Oliver exited the basement. Oliver entered the porch.,Where will Oliver look for the slippers?,pantry,1,"agent_2_enters,enter_agent_1,agent_2_exits,enter_agent_0,agent_0_moves_obj,agent_1_exits,agent_1_reenters_alt_loc",true_belief,first_order_0_no_tom,False,first_order,False,drawer,pantry,False,reality
Lucas entered the basement. Oliver entered the basement. Lucas exited the basement. Ella entered the basement. Lucas likes the belt. The slippers is in the drawer. Ella moved the slippers to the pantry. Oliver loves the shoes. Oliver exited the basement. Oliver entered the porch.,Where does Oliver think that Ella searches for the slippers?,pantry,1,"agent_2_enters,enter_agent_1,agent_2_exits,enter_agent_0,agent_0_moves_obj,agent_1_exits,agent_1_reenters_alt_loc",true_belief,second_order_0_no_tom,False,second_order,False,drawer,pantry,False,reality
Amelia hates the broccoli. Chloe is in the bathroom. Isla entered the bathroom. Chloe dislikes the beans. The tie is in the envelope. Chloe moved the tie to the cupboard. Isla exited the bathroom. Isla entered the laundry.,Where was the tie at the beginning?,envelope,1,"enter_agent_0,enter_agent_1,agent_0_moves_obj,agent_1_exits,agent_1_reenters_alt_loc",true_belief,memory,False,memory,False,envelope,cupboard,False,memory
Amelia hates the broccoli. Chloe is in the bathroom. Isla entered the bathroom. Chloe dislikes the beans. The tie is in the envelope. Chloe moved the tie to the cupboard. Isla exited the bathroom. Isla entered the laundry.,Where will Chloe look for the tie?,cupboard,1,"enter_agent_0,enter_agent_1,agent_0_moves_obj,agent_1_exits,agent_1_reenters_alt_loc",true_belief,first_order_0_no_tom,False,first_order,False,envelope,cupboard,False,reality
Amelia hates the broccoli. Chloe is in the bathroom. Isla entered the bathroom. Chloe dislikes the beans. The tie is in the envelope. Chloe moved the tie to the cupboard. Isla exited the bathroom. Isla entered the laundry.,Where does Chloe think that Isla searches for the tie?,cupboard,1,"enter_agent_0,enter_agent_1,agent_0_moves_obj,agent_1_exits,agent_1_reenters_alt_loc",true_belief,second_order_0_no_tom,False,second_order,False,envelope,cupboard,False,reality
Amelia hates the broccoli. Chloe is in the bathroom. Isla entered the bathroom. Chloe dislikes the beans. The tie is in the envelope. Chloe moved the tie to the cupboard. Isla exited the bathroom. Isla entered the laundry.,Where is the tie really?,cupboard,1,"enter_agent_0,enter_agent_1,agent_0_moves_obj,agent_1_exits,agent_1_reenters_alt_loc",true_belief,reality,False,reality,False,envelope,cupboard,False,reality
Amelia hates the broccoli. Chloe is in the bathroom. Isla entered the bathroom. Chloe dislikes the beans. The tie is in the envelope. Chloe moved the tie to the cupboard. Isla exited the bathroom. Isla entered the laundry.,Where will Isla look for the tie?,cupboard,1,"enter_agent_0,enter_agent_1,agent_0_moves_obj,agent_1_exits,agent_1_reenters_alt_loc",true_belief,first_order_1_no_tom,False,first_order,False,envelope,cupboard,False,reality
Amelia hates the broccoli. Chloe is in the bathroom. Isla entered the bathroom. Chloe dislikes the beans. The tie is in the envelope. Chloe moved the tie to the cupboard. Isla exited the bathroom. Isla entered the laundry.,Where does Isla think that Chloe searches for the tie?,cupboard,1,"enter_agent_0,enter_agent_1,agent_0_moves_obj,agent_1_exits,agent_1_reenters_alt_loc",true_belief,second_order_1_no_tom,False,second_order,False,envelope,cupboard,False,reality
Abigail entered the back yard. Chloe entered the back yard. Emily entered the back yard. The grapefruit is in the crate. Chloe hates the belt. Emily exited the back yard. Abigail likes the jacket. Chloe moved the grapefruit to the envelope. Abigail exited the back yard.,Where was the grapefruit at the beginning?,crate,1,"enter_agent_1,enter_agent_0,agent_2_enters,agent_0_moves_obj,agent_2_exits,agent_1_exits",true_belief,memory,False,memory,False,crate,envelope,False,memory
Abigail entered the back yard. Chloe entered the back yard. Emily entered the back yard. The grapefruit is in the crate. Chloe hates the belt. Emily exited the back yard. Abigail likes the jacket. Chloe moved the grapefruit to the envelope. Abigail exited the back yard.,Where will Chloe look for the grapefruit?,envelope,1,"enter_agent_1,enter_agent_0,agent_2_enters,agent_0_moves_obj,agent_2_exits,agent_1_exits",true_belief,first_order_1_no_tom,False,first_order,False,crate,envelope,False,reality
Abigail entered the back yard. Chloe entered the back yard. Emily entered the back yard. The grapefruit is in the crate. Chloe hates the belt. Emily exited the back yard. Abigail likes the jacket. Chloe moved the grapefruit to the envelope. Abigail exited the back yard.,Where does Chloe think that Abigail searches for the grapefruit?,envelope,1,"enter_agent_1,enter_agent_0,agent_2_enters,agent_0_moves_obj,agent_2_exits,agent_1_exits",true_belief,second_order_1_no_tom,False,second_order,False,crate,envelope,False,reality
Abigail entered the back yard. Chloe entered the back yard. Emily entered the back yard. The grapefruit is in the crate. Chloe hates the belt. Emily exited the back yard. Abigail likes the jacket. Chloe moved the grapefruit to the envelope. Abigail exited the back yard.,Where is the grapefruit really?,envelope,1,"enter_agent_1,enter_agent_0,agent_2_enters,agent_0_moves_obj,agent_2_exits,agent_1_exits",true_belief,reality,False,reality,False,crate,envelope,False,reality
Abigail entered the back yard. Chloe entered the back yard. Emily entered the back yard. The grapefruit is in the crate. Chloe hates the belt. Emily exited the back yard. Abigail likes the jacket. Chloe moved the grapefruit to the envelope. Abigail exited the back yard.,Where will Abigail look for the grapefruit?,envelope,1,"enter_agent_1,enter_agent_0,agent_2_enters,agent_0_moves_obj,agent_2_exits,agent_1_exits",true_belief,first_order_0_no_tom,False,first_order,False,crate,envelope,False,reality
Abigail entered the back yard. Chloe entered the back yard. Emily entered the back yard. The grapefruit is in the crate. Chloe hates the belt. Emily exited the back yard. Abigail likes the jacket. Chloe moved the grapefruit to the envelope. Abigail exited the back yard.,Where does Abigail think that Chloe searches for the grapefruit?,envelope,1,"enter_agent_1,enter_agent_0,agent_2_enters,agent_0_moves_obj,agent_2_exits,agent_1_exits",true_belief,second_order_0_no_tom,False,second_order,False,crate,envelope,False,reality
Ella entered the workshop. Jack entered the workshop. The pineapple is in the suitcase. Mason dislikes the grapes. Ella exited the workshop. Ella entered the lounge. Jack moved the pineapple to the envelope.,Where was the pineapple at the beginning?,suitcase,1,"enter_agent_1,enter_agent_0,agent_1_exits,agent_1_reenters_alt_loc,agent_0_moves_obj",true_belief,memory,False,memory,True,suitcase,envelope,False,memory
Ella entered the workshop. Jack entered the workshop. The pineapple is in the suitcase. Mason dislikes the grapes. Ella exited the workshop. Ella entered the lounge. Jack moved the pineapple to the envelope.,Where will Jack look for the pineapple?,envelope,1,"enter_agent_1,enter_agent_0,agent_1_exits,agent_1_reenters_alt_loc,agent_0_moves_obj",true_belief,first_order_1_no_tom,False,first_order,True,suitcase,envelope,True,reality
Ella entered the workshop. Jack entered the workshop. The pineapple is in the suitcase. Mason dislikes the grapes. Ella exited the workshop. Ella entered the lounge. Jack moved the pineapple to the envelope.,Where does Jack think that Ella searches for the pineapple?,suitcase,1,"enter_agent_1,enter_agent_0,agent_1_exits,agent_1_reenters_alt_loc,agent_0_moves_obj",true_belief,second_order_1_tom,True,second_order,True,suitcase,envelope,False,memory
Ella entered the workshop. Jack entered the workshop. The pineapple is in the suitcase. Mason dislikes the grapes. Ella exited the workshop. Ella entered the lounge. Jack moved the pineapple to the envelope.,Where is the pineapple really?,envelope,1,"enter_agent_1,enter_agent_0,agent_1_exits,agent_1_reenters_alt_loc,agent_0_moves_obj",true_belief,reality,False,reality,True,suitcase,envelope,False,reality
Ella entered the workshop. Jack entered the workshop. The pineapple is in the suitcase. Mason dislikes the grapes. Ella exited the workshop. Ella entered the lounge. Jack moved the pineapple to the envelope.,Where will Ella look for the pineapple?,suitcase,1,"enter_agent_1,enter_agent_0,agent_1_exits,agent_1_reenters_alt_loc,agent_0_moves_obj",true_belief,first_order_0_tom,True,first_order,True,suitcase,envelope,False,memory
Ella entered the workshop. Jack entered the workshop. The pineapple is in the suitcase. Mason dislikes the grapes. Ella exited the workshop. Ella entered the lounge. Jack moved the pineapple to the envelope.,Where does Ella think that Jack searches for the pineapple?,suitcase,1,"enter_agent_1,enter_agent_0,agent_1_exits,agent_1_reenters_alt_loc,agent_0_moves_obj",true_belief,second_order_0_tom,True,second_order,True,suitcase,envelope,False,memory
Mason entered the porch. Evelyn entered the porch. Mason likes the tomato. Aria entered the porch. The cucumber is in the bathtub. Mason exited the porch. Evelyn moved the cucumber to the container.,Where was the cucumber at the beginning?,bathtub,1,"enter_agent_1,enter_agent_0,agent_2_enters,agent_1_exits,agent_0_moves_obj",false_belief,memory,False,memory,True,bathtub,container,False,memory
Mason entered the porch. Evelyn entered the porch. Mason likes the tomato. Aria entered the porch. The cucumber is in the bathtub. Mason exited the porch. Evelyn moved the cucumber to the container.,Where will Evelyn look for the cucumber?,container,1,"enter_agent_1,enter_agent_0,agent_2_enters,agent_1_exits,agent_0_moves_obj",false_belief,first_order_1_no_tom,False,first_order,True,bathtub,container,True,reality
Mason entered the porch. Evelyn entered the porch. Mason likes the tomato. Aria entered the porch. The cucumber is in the bathtub. Mason exited the porch. Evelyn moved the cucumber to the container.,Where does Evelyn think that Mason searches for the cucumber?,container,1,"enter_agent_1,enter_agent_0,agent_2_enters,agent_1_exits,agent_0_moves_obj",false_belief,second_order_1_no_tom,False,second_order,True,bathtub,container,True,reality
Mason entered the porch. Evelyn entered the porch. Mason likes the tomato. Aria entered the porch. The cucumber is in the bathtub. Mason exited the porch. Evelyn moved the cucumber to the container.,Where is the cucumber really?,container,1,"enter_agent_1,enter_agent_0,agent_2_enters,agent_1_exits,agent_0_moves_obj",false_belief,reality,False,reality,True,bathtub,container,False,reality
Mason entered the porch. Evelyn entered the porch. Mason likes the tomato. Aria entered the porch. The cucumber is in the bathtub. Mason exited the porch. Evelyn moved the cucumber to the container.,Where will Mason look for the cucumber?,bathtub,1,"enter_agent_1,enter_agent_0,agent_2_enters,agent_1_exits,agent_0_moves_obj",false_belief,first_order_0_tom,True,first_order,True,bathtub,container,False,memory
Mason entered the porch. Evelyn entered the porch. Mason likes the tomato. Aria entered the porch. The cucumber is in the bathtub. Mason exited the porch. Evelyn moved the cucumber to the container.,Where does Mason think that Evelyn searches for the cucumber?,container,1,"enter_agent_1,enter_agent_0,agent_2_enters,agent_1_exits,agent_0_moves_obj",false_belief,second_order_0_no_tom,False,second_order,True,bathtub,container,True,reality
Isabella entered the crawlspace. Liam loves the shoes. Liam entered the crawlspace. The undershirt is in the drawer. Isabella moved the undershirt to the crate. Chloe entered the crawlspace. Liam exited the crawlspace. Chloe likes the grapes. Chloe exited the crawlspace. Liam entered the dining room.,Where was the undershirt at the beginning?,drawer,1,"enter_agent_0,enter_agent_1,agent_0_moves_obj,agent_1_exits,agent_2_enters,agent_1_reenters_alt_loc,agent_2_exits",true_belief,memory,False,memory,False,drawer,crate,False,memory
Isabella entered the crawlspace. Liam loves the shoes. Liam entered the crawlspace. The undershirt is in the drawer. Isabella moved the undershirt to the crate. Chloe entered the crawlspace. Liam exited the crawlspace. Chloe likes the grapes. Chloe exited the crawlspace. Liam entered the dining room.,Where will Isabella look for the undershirt?,crate,1,"enter_agent_0,enter_agent_1,agent_0_moves_obj,agent_1_exits,agent_2_enters,agent_1_reenters_alt_loc,agent_2_exits",true_belief,first_order_0_no_tom,False,first_order,False,drawer,crate,False,reality
Isabella entered the crawlspace. Liam loves the shoes. Liam entered the crawlspace. The undershirt is in the drawer. Isabella moved the undershirt to the crate. Chloe entered the crawlspace. Liam exited the crawlspace. Chloe likes the grapes. Chloe exited the crawlspace. Liam entered the dining room.,Where does Isabella think that Liam searches for the undershirt?,crate,1,"enter_agent_0,enter_agent_1,agent_0_moves_obj,agent_1_exits,agent_2_enters,agent_1_reenters_alt_loc,agent_2_exits",true_belief,second_order_0_no_tom,False,second_order,False,drawer,crate,False,reality
Isabella entered the crawlspace. Liam loves the shoes. Liam entered the crawlspace. The undershirt is in the drawer. Isabella moved the undershirt to the crate. Chloe entered the crawlspace. Liam exited the crawlspace. Chloe likes the grapes. Chloe exited the crawlspace. Liam entered the dining room.,Where is the undershirt really?,crate,1,"enter_agent_0,enter_agent_1,agent_0_moves_obj,agent_1_exits,agent_2_enters,agent_1_reenters_alt_loc,agent_2_exits",true_belief,reality,False,reality,False,drawer,crate,False,reality
Isabella entered the crawlspace. Liam loves the shoes. Liam entered the crawlspace. The undershirt is in the drawer. Isabella moved the undershirt to the crate. Chloe entered the crawlspace. Liam exited the crawlspace. Chloe likes the grapes. Chloe exited the crawlspace. Liam entered the dining room.,Where will Liam look for the undershirt?,crate,1,"enter_agent_0,enter_agent_1,agent_0_moves_obj,agent_1_exits,agent_2_enters,agent_1_reenters_alt_loc,agent_2_exits",true_belief,first_order_1_no_tom,False,first_order,False,drawer,crate,False,reality
Isabella entered the crawlspace. Liam loves the shoes. Liam entered the crawlspace. The undershirt is in the drawer. Isabella moved the undershirt to the crate. Chloe entered the crawlspace. Liam exited the crawlspace. Chloe likes the grapes. Chloe exited the crawlspace. Liam entered the dining room.,Where does Liam think that Isabella searches for the undershirt?,crate,1,"enter_agent_0,enter_agent_1,agent_0_moves_obj,agent_1_exits,agent_2_enters,agent_1_reenters_alt_loc,agent_2_exits",true_belief,second_order_1_no_tom,False,second_order,False,drawer,crate,False,reality
Aria entered the closet. Hunter entered the closet. The lettuce is in the bathtub. Aria exited the closet. Aria entered the closet. Hunter moved the lettuce to the pantry.,Where was the lettuce at the beginning?,bathtub,1,"enter_agent_1,enter_agent_0,agent_1_exits,agent_1_reenters_loc,agent_0_moves_obj",true_belief,memory,False,memory,False,bathtub,pantry,False,memory
Aria entered the closet. Hunter entered the closet. The lettuce is in the bathtub. Aria exited the closet. Aria entered the closet. Hunter moved the lettuce to the pantry.,Where will Hunter look for the lettuce?,pantry,1,"enter_agent_1,enter_agent_0,agent_1_exits,agent_1_reenters_loc,agent_0_moves_obj",true_belief,first_order_1_no_tom,False,first_order,False,bathtub,pantry,False,reality
Aria entered the closet. Hunter entered the closet. The lettuce is in the bathtub. Aria exited the closet. Aria entered the closet. Hunter moved the lettuce to the pantry.,Where does Hunter think that Aria searches for the lettuce?,pantry,1,"enter_agent_1,enter_agent_0,agent_1_exits,agent_1_reenters_loc,agent_0_moves_obj",true_belief,second_order_1_no_tom,False,second_order,False,bathtub,pantry,False,reality
Aria entered the closet. Hunter entered the closet. The lettuce is in the bathtub. Aria exited the closet. Aria entered the closet. Hunter moved the lettuce to the pantry.,Where is the lettuce really?,pantry,1,"enter_agent_1,enter_agent_0,agent_1_exits,agent_1_reenters_loc,agent_0_moves_obj",true_belief,reality,False,reality,False,bathtub,pantry,False,reality
Aria entered the closet. Hunter entered the closet. The lettuce is in the bathtub. Aria exited the closet. Aria entered the closet. Hunter moved the lettuce to the pantry.,Where will Aria look for the lettuce?,pantry,1,"enter_agent_1,enter_agent_0,agent_1_exits,agent_1_reenters_loc,agent_0_moves_obj",true_belief,first_order_0_no_tom,False,first_order,False,bathtub,pantry,False,reality
Aria entered the closet. Hunter entered the closet. The lettuce is in the bathtub. Aria exited the closet. Aria entered the closet. Hunter moved the lettuce to the pantry.,Where does Aria think that Hunter searches for the lettuce?,pantry,1,"enter_agent_1,enter_agent_0,agent_1_exits,agent_1_reenters_loc,agent_0_moves_obj",true_belief,second_order_0_no_tom,False,second_order,False,bathtub,pantry,False,reality
Avery loves the potato. Owen entered the playroom. Avery entered the playroom. Carter entered the playroom. The eggplant is in the pantry. Owen exited the playroom. Avery moved the eggplant to the envelope. Carter likes the underclothes. Avery exited the playroom. Carter exited the playroom. Owen entered the front yard.,Where was the eggplant at the beginning?,pantry,1,"enter_agent_1,enter_agent_0,agent_2_enters,agent_1_exits,agent_0_moves_obj,agent_0_exits,agent_1_reenters_alt_loc,agent_2_exits",second_order_false_belief,memory,False,memory,True,pantry,envelope,False,memory
Avery loves the potato. Owen entered the playroom. Avery entered the playroom. Carter entered the playroom. The eggplant is in the pantry. Owen exited the playroom. Avery moved the eggplant to the envelope. Carter likes the underclothes. Avery exited the playroom. Carter exited the playroom. Owen entered the front yard.,Where will Avery look for the eggplant?,envelope,1,"enter_agent_1,enter_agent_0,agent_2_enters,agent_1_exits,agent_0_moves_obj,agent_0_exits,agent_1_reenters_alt_loc,agent_2_exits",second_order_false_belief,first_order_1_no_tom,False,first_order,True,pantry,envelope,True,reality
Avery loves the potato. Owen entered the playroom. Avery entered the playroom. Carter entered the playroom. The eggplant is in the pantry. Owen exited the playroom. Avery moved the eggplant to the envelope. Carter likes the underclothes. Avery exited the playroom. Carter exited the playroom. Owen entered the front yard.,Where does Avery think that Owen searches for the eggplant?,pantry,1,"enter_agent_1,enter_agent_0,agent_2_enters,agent_1_exits,agent_0_moves_obj,agent_0_exits,agent_1_reenters_alt_loc,agent_2_exits",second_order_false_belief,second_order_1_tom,True,second_order,True,pantry,envelope,False,memory
Avery loves the potato. Owen entered the playroom. Avery entered the playroom. Carter entered the playroom. The eggplant is in the pantry. Owen exited the playroom. Avery moved the eggplant to the envelope. Carter likes the underclothes. Avery exited the playroom. Carter exited the playroom. Owen entered the front yard.,Where is the eggplant really?,envelope,1,"enter_agent_1,enter_agent_0,agent_2_enters,agent_1_exits,agent_0_moves_obj,agent_0_exits,agent_1_reenters_alt_loc,agent_2_exits",second_order_false_belief,reality,False,reality,True,pantry,envelope,False,reality
Avery loves the potato. Owen entered the playroom. Avery entered the playroom. Carter entered the playroom. The eggplant is in the pantry. Owen exited the playroom. Avery moved the eggplant to the envelope. Carter likes the underclothes. Avery exited the playroom. Carter exited the playroom. Owen entered the front yard.,Where will Owen look for the eggplant?,pantry,1,"enter_agent_1,enter_agent_0,agent_2_enters,agent_1_exits,agent_0_moves_obj,agent_0_exits,agent_1_reenters_alt_loc,agent_2_exits",second_order_false_belief,first_order_0_tom,True,first_order,True,pantry,envelope,False,memory
Avery loves the potato. Owen entered the playroom. Avery entered the playroom. Carter entered the playroom. The eggplant is in the pantry. Owen exited the playroom. Avery moved the eggplant to the envelope. Carter likes the underclothes. Avery exited the playroom. Carter exited the playroom. Owen entered the front yard.,Where does Owen think that Avery searches for the eggplant?,pantry,1,"enter_agent_1,enter_agent_0,agent_2_enters,agent_1_exits,agent_0_moves_obj,agent_0_exits,agent_1_reenters_alt_loc,agent_2_exits",second_order_false_belief,second_order_0_tom,True,second_order,True,pantry,envelope,False,memory
Liam entered the garden. Jacob entered the garden. The dress is in the envelope. Jacob exited the garden. Ella entered the garden. Liam moved the dress to the bottle. Ella exited the garden. Jacob entered the garage.,Where was the dress at the beginning?,envelope,1,"enter_agent_0,enter_agent_1,agent_1_exits,agent_0_moves_obj,agent_2_enters,agent_1_reenters_alt_loc,agent_2_exits",false_belief,memory,False,memory,True,envelope,bottle,False,memory
Liam entered the garden. Jacob entered the garden. The dress is in the envelope. Jacob exited the garden. Ella entered the garden. Liam moved the dress to the bottle. Ella exited the garden. Jacob entered the garage.,Where will Liam look for the dress?,bottle,1,"enter_agent_0,enter_agent_1,agent_1_exits,agent_0_moves_obj,agent_2_enters,agent_1_reenters_alt_loc,agent_2_exits",false_belief,first_order_0_no_tom,False,first_order,True,envelope,bottle,True,reality
Liam entered the garden. Jacob entered the garden. The dress is in the envelope. Jacob exited the garden. Ella entered the garden. Liam moved the dress to the bottle. Ella exited the garden. Jacob entered the garage.,Where does Liam think that Jacob searches for the dress?,bottle,1,"enter_agent_0,enter_agent_1,agent_1_exits,agent_0_moves_obj,agent_2_enters,agent_1_reenters_alt_loc,agent_2_exits",false_belief,second_order_0_no_tom,False,second_order,True,envelope,bottle,True,reality
Liam entered the garden. Jacob entered the garden. The dress is in the envelope. Jacob exited the garden. Ella entered the garden. Liam moved the dress to the bottle. Ella exited the garden. Jacob entered the garage.,Where is the dress really?,bottle,1,"enter_agent_0,enter_agent_1,agent_1_exits,agent_0_moves_obj,agent_2_enters,agent_1_reenters_alt_loc,agent_2_exits",false_belief,reality,False,reality,True,envelope,bottle,False,reality
